SampleID	original_sample_name	plate_label	timepoint	time_hours	Well	composition	type	adjustment	PMA-tx	PMA_time
X2000.everyone.noPsim.13.t2	2000_everyone_noPsim_13_t2	timepoint3	t2	72	E11	2000_everyone_noPsim_13	equal	equal	YES	t2_YES
X2000.everyone.noPsim.14.t2	2000_everyone_noPsim_14_t2	timepoint3	t2	72	F11	2000_everyone_noPsim_14	equal	equal	YES	t2_YES
X2000.everyone.noPsim.15.t2	2000_everyone_noPsim_15_t2	timepoint3	t2	72	G11	2000_everyone_noPsim_15	equal	equal	YES	t2_YES
X2000.everyone.noPsim.16.t2	2000_everyone_noPsim_16_t2	timepoint3	t2	72	H11	2000_everyone_noPsim_16	equal	equal	YES	t2_YES
X3x.cutoff.noPsim.1.t3	3x_cutoff_noPsim_1_t3	timepoint4	t3	196	A2	3x_cutoff_noPsim_1	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.2.t3	3x_cutoff_noPsim_2_t3	timepoint4	t3	196	B2	3x_cutoff_noPsim_2	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.3.t3	3x_cutoff_noPsim_3_t3	timepoint4	t3	196	C2	3x_cutoff_noPsim_3	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.4.t3	3x_cutoff_noPsim_4_t3	timepoint4	t3	196	D2	3x_cutoff_noPsim_4	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.5.t3	3x_cutoff_noPsim_5_t3	timepoint4	t3	196	E2	3x_cutoff_noPsim_5	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.6.t3	3x_cutoff_noPsim_6_t3	timepoint4	t3	196	F2	3x_cutoff_noPsim_6	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.7.t3	3x_cutoff_noPsim_7_t3	timepoint4	t3	196	G2	3x_cutoff_noPsim_7	3x_cutoff	cutoff	NO	t3_NO
X3x.cutoff.noPsim.8.t3	3x_cutoff_noPsim_8_t3	timepoint4	t3	196	H2	3x_cutoff_noPsim_8	3x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.1.t3	2x_cutoff_noPsim_1_t3	timepoint4	t3	196	A3	2x_cutoff_noPsim_1	2x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.2.t3	2x_cutoff_noPsim_2_t3	timepoint4	t3	196	B3	2x_cutoff_noPsim_2	2x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.3.t3	2x_cutoff_noPsim_3_t3	timepoint4	t3	196	C3	2x_cutoff_noPsim_3	2x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.4.t3	2x_cutoff_noPsim_4_t3	timepoint4	t3	196	D3	2x_cutoff_noPsim_4	2x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.5.t3	2x_cutoff_noPsim_5_t3	timepoint4	t3	196	E3	2x_cutoff_noPsim_5	2x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.6.t3	2x_cutoff_noPsim_6_t3	timepoint4	t3	196	F3	2x_cutoff_noPsim_6	2x_cutoff	cutoff	NO	t3_NO
X2x.cutoff.noPsim.7.t3	2x_cutoff_noPsim_7_t3	timepoint4	t3	196	G3	2x_cutoff_noPsim_7	2x_cutoff	cutoff	NO	t3_NO
rel.abu.noPsim.exp.noPsim.1.t3	rel_abu_noPsim_exp_noPsim_1_t3	timepoint4	t3	196	A4	rel_abu_noPsim_exp_noPsim_1	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.2.t3	rel_abu_noPsim_exp_noPsim_2_t3	timepoint4	t3	196	B4	rel_abu_noPsim_exp_noPsim_2	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.3.t3	rel_abu_noPsim_exp_noPsim_3_t3	timepoint4	t3	196	C4	rel_abu_noPsim_exp_noPsim_3	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.4.t3	rel_abu_noPsim_exp_noPsim_4_t3	timepoint4	t3	196	D4	rel_abu_noPsim_exp_noPsim_4	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.5.t3	rel_abu_noPsim_exp_noPsim_5_t3	timepoint4	t3	196	E4	rel_abu_noPsim_exp_noPsim_5	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.6.t3	rel_abu_noPsim_exp_noPsim_6_t3	timepoint4	t3	196	F4	rel_abu_noPsim_exp_noPsim_6	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.7.t3	rel_abu_noPsim_exp_noPsim_7_t3	timepoint4	t3	196	G4	rel_abu_noPsim_exp_noPsim_7	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.exp.noPsim.8.t3	rel_abu_noPsim_exp_noPsim_8_t3	timepoint4	t3	196	H4	rel_abu_noPsim_exp_noPsim_8	rel_abu_exp	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.1.t3	rel_abu_noPsim_linear_1_t3	timepoint4	t3	196	A5	rel_abu_noPsim_linear_1	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.2.t3	rel_abu_noPsim_linear_2_t3	timepoint4	t3	196	B5	rel_abu_noPsim_linear_2	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.3.t3	rel_abu_noPsim_linear_3_t3	timepoint4	t3	196	C5	rel_abu_noPsim_linear_3	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.4.t3	rel_abu_noPsim_linear_4_t3	timepoint4	t3	196	D5	rel_abu_noPsim_linear_4	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.5.t3	rel_abu_noPsim_linear_5_t3	timepoint4	t3	196	E5	rel_abu_noPsim_linear_5	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.6.t3	rel_abu_noPsim_linear_6_t3	timepoint4	t3	196	F5	rel_abu_noPsim_linear_6	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.7.t3	rel_abu_noPsim_linear_7_t3	timepoint4	t3	196	G5	rel_abu_noPsim_linear_7	rel_abu_linear	rel_abu	NO	t3_NO
rel.abu.noPsim.linear.8.t3	rel_abu_noPsim_linear_8_t3	timepoint4	t3	196	H5	rel_abu_noPsim_linear_8	rel_abu_linear	rel_abu	NO	t3_NO
X2000.everyone.noPsim.1.t3	2000_everyone_noPsim_1_t3	timepoint4	t3	196	A6	2000_everyone_noPsim_1	equal	equal	NO	t3_NO
X2000.everyone.noPsim.2.t3	2000_everyone_noPsim_2_t3	timepoint4	t3	196	B6	2000_everyone_noPsim_2	equal	equal	NO	t3_NO
X2000.everyone.noPsim.3.t3	2000_everyone_noPsim_3_t3	timepoint4	t3	196	C6	2000_everyone_noPsim_3	equal	equal	NO	t3_NO
X2000.everyone.noPsim.4.t3	2000_everyone_noPsim_4_t3	timepoint4	t3	196	D6	2000_everyone_noPsim_4	equal	equal	NO	t3_NO
X2000.everyone.noPsim.5.t3	2000_everyone_noPsim_5_t3	timepoint4	t3	196	E6	2000_everyone_noPsim_5	equal	equal	NO	t3_NO
X2000.everyone.noPsim.6.t3	2000_everyone_noPsim_6_t3	timepoint4	t3	196	F6	2000_everyone_noPsim_6	equal	equal	NO	t3_NO
X2000.everyone.noPsim.7.t3	2000_everyone_noPsim_7_t3	timepoint4	t3	196	G6	2000_everyone_noPsim_7	equal	equal	NO	t3_NO
X2000.everyone.noPsim.8.t3	2000_everyone_noPsim_8_t3	timepoint4	t3	196	H6	2000_everyone_noPsim_8	equal	equal	NO	t3_NO
X3x.cutoff.noPsim.9.t3	3x_cutoff_noPsim_9_t3	timepoint4	t3	196	A7	3x_cutoff_noPsim_9	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.10.t3	3x_cutoff_noPsim_10_t3	timepoint4	t3	196	B7	3x_cutoff_noPsim_10	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.11.t3	3x_cutoff_noPsim_11_t3	timepoint4	t3	196	C7	3x_cutoff_noPsim_11	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.12.t3	3x_cutoff_noPsim_12_t3	timepoint4	t3	196	D7	3x_cutoff_noPsim_12	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.13.t3	3x_cutoff_noPsim_13_t3	timepoint4	t3	196	E7	3x_cutoff_noPsim_13	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.14.t3	3x_cutoff_noPsim_14_t3	timepoint4	t3	196	F7	3x_cutoff_noPsim_14	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.15.t3	3x_cutoff_noPsim_15_t3	timepoint4	t3	196	G7	3x_cutoff_noPsim_15	3x_cutoff	cutoff	YES	t3_YES
X3x.cutoff.noPsim.16.t3	3x_cutoff_noPsim_16_t3	timepoint4	t3	196	H7	3x_cutoff_noPsim_16	3x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.9.t3	2x_cutoff_noPsim_9_t3	timepoint4	t3	196	A8	2x_cutoff_noPsim_9	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.10.t3	2x_cutoff_noPsim_10_t3	timepoint4	t3	196	B8	2x_cutoff_noPsim_10	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.11.t3	2x_cutoff_noPsim_11_t3	timepoint4	t3	196	C8	2x_cutoff_noPsim_11	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.12.t3	2x_cutoff_noPsim_12_t3	timepoint4	t3	196	D8	2x_cutoff_noPsim_12	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.13.t3	2x_cutoff_noPsim_13_t3	timepoint4	t3	196	E8	2x_cutoff_noPsim_13	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.14.t3	2x_cutoff_noPsim_14_t3	timepoint4	t3	196	F8	2x_cutoff_noPsim_14	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.15.t3	2x_cutoff_noPsim_15_t3	timepoint4	t3	196	G8	2x_cutoff_noPsim_15	2x_cutoff	cutoff	YES	t3_YES
X2x.cutoff.noPsim.16.t3	2x_cutoff_noPsim_16_t3	timepoint4	t3	196	H8	2x_cutoff_noPsim_16	2x_cutoff	cutoff	YES	t3_YES
rel.abu.noPsim.exp.noPsim.10.t3	rel_abu_noPsim_exp_noPsim_10_t3	timepoint4	t3	196	B9	rel_abu_noPsim_exp_noPsim_10	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.exp.noPsim.11.t3	rel_abu_noPsim_exp_noPsim_11_t3	timepoint4	t3	196	C9	rel_abu_noPsim_exp_noPsim_11	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.exp.noPsim.12.t3	rel_abu_noPsim_exp_noPsim_12_t3	timepoint4	t3	196	D9	rel_abu_noPsim_exp_noPsim_12	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.exp.noPsim.13.t3	rel_abu_noPsim_exp_noPsim_13_t3	timepoint4	t3	196	E9	rel_abu_noPsim_exp_noPsim_13	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.exp.noPsim.14.t3	rel_abu_noPsim_exp_noPsim_14_t3	timepoint4	t3	196	F9	rel_abu_noPsim_exp_noPsim_14	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.exp.noPsim.15.t3	rel_abu_noPsim_exp_noPsim_15_t3	timepoint4	t3	196	G9	rel_abu_noPsim_exp_noPsim_15	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.exp.noPsim.16.t3	rel_abu_noPsim_exp_noPsim_16_t3	timepoint4	t3	196	H9	rel_abu_noPsim_exp_noPsim_16	rel_abu_exp	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.9.t3	rel_abu_noPsim_linear_9_t3	timepoint4	t3	196	A10	rel_abu_noPsim_linear_9	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.10.t3	rel_abu_noPsim_linear_10_t3	timepoint4	t3	196	B10	rel_abu_noPsim_linear_10	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.11.t3	rel_abu_noPsim_linear_11_t3	timepoint4	t3	196	C10	rel_abu_noPsim_linear_11	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.12.t3	rel_abu_noPsim_linear_12_t3	timepoint4	t3	196	D10	rel_abu_noPsim_linear_12	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.13.t3	rel_abu_noPsim_linear_13_t3	timepoint4	t3	196	E10	rel_abu_noPsim_linear_13	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.14.t3	rel_abu_noPsim_linear_14_t3	timepoint4	t3	196	F10	rel_abu_noPsim_linear_14	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.15.t3	rel_abu_noPsim_linear_15_t3	timepoint4	t3	196	G10	rel_abu_noPsim_linear_15	rel_abu_linear	rel_abu	YES	t3_YES
rel.abu.noPsim.linear.16.t3	rel_abu_noPsim_linear_16_t3	timepoint4	t3	196	H10	rel_abu_noPsim_linear_16	rel_abu_linear	rel_abu	YES	t3_YES
X2000.everyone.noPsim.9.t3	2000_everyone_noPsim_9_t3	timepoint4	t3	196	A11	2000_everyone_noPsim_9	equal	equal	YES	t3_YES
X2000.everyone.noPsim.10.t3	2000_everyone_noPsim_10_t3	timepoint4	t3	196	B11	2000_everyone_noPsim_10	equal	equal	YES	t3_YES
X2000.everyone.noPsim.11.t3	2000_everyone_noPsim_11_t3	timepoint4	t3	196	C11	2000_everyone_noPsim_11	equal	equal	YES	t3_YES
X2000.everyone.noPsim.12.t3	2000_everyone_noPsim_12_t3	timepoint4	t3	196	D11	2000_everyone_noPsim_12	equal	equal	YES	t3_YES
X2000.everyone.noPsim.13.t3	2000_everyone_noPsim_13_t3	timepoint4	t3	196	E11	2000_everyone_noPsim_13	equal	equal	YES	t3_YES
X2000.everyone.noPsim.14.t3	2000_everyone_noPsim_14_t3	timepoint4	t3	196	F11	2000_everyone_noPsim_14	equal	equal	YES	t3_YES
X2000.everyone.noPsim.15.t3	2000_everyone_noPsim_15_t3	timepoint4	t3	196	G11	2000_everyone_noPsim_15	equal	equal	YES	t3_YES
X2000.everyone.noPsim.16.t3	2000_everyone_noPsim_16_t3	timepoint4	t3	196	H11	2000_everyone_noPsim_16	equal	equal	YES	t3_YES
